name,reviews
LSS,If you need cash quick without a problem this is the app for you.
Elizabeth,MoneyLion has been such a user-friendly application that gets me what I need fast. I can rely on them to help me when I'm in a patch. The best part is you are able to withdraw immediately after repaying and your limit increases significantly in a short time span. The Credit Builder loan has helped increase my credit score tremendously.
brittany,Amazing app love it always getting in advance and they're always making my advances cash them out higher love it and even if I'm late and I still paid a couple of days late they never penalize it
Teresa Metcalf,"So far, things have been pretty smooth. Most things are pretty straight forward. It's nice having a way to borrow extra cash to push me through without the hassle of a payday loan place. I appreciate a way to build my credit file, what confused me is the reoccurring 20$ monthly charge, not exactly sure what I'm paying for, at this point I've chalked it up to a monthly fee for the ability to build credit through their loan process. Other then that, I'm loving Moneylion!"
Jody Trusty,Money lion really helped me out when I was in a bind and came through for me. Thee best site to borrow money until your paycheck.
Lynn F.,This app is great. Easy setup and approval. I recommend everyone try it
tamara,"A really great company to deal with. Quick , intuitive, and has great credit options."
ashley,I love my money line and take care of me from Payday to Payday
tiff,I’m liking this app it gives me money when I need an advanced on my direct deposit and it’s helping me with my credit.
brooke,This is a great app my first time I received 50.00 this app is amazing I will definitely recommend this to family and friends.
jason,"Awesome, love this site!!!"
"Jenn, Phoenix AZ",So far so good just started using it would recommend 😁
Katherine  Saluga,They are always on time when I need them . Thanks money lion
Roni,Great app very very useful i love it !!!!
Mike Honl,The tip thing is a little demanding and the max should exceed $50 as your overall amount increases.
April,I enjoy it and customer service is always very helpful.
linda,Very quick about getting the money you need
Kyle Dickey,fantastic app! You guys came through for me whenni was stranded. lol Thank you!
ashlee,I'm new to Money Lion and it has been a big help for in between pays. Will be referring .
Michael Turner Sr.,I think it's awesome. Will definitely refer friends
April,I love MoneyLion & it’s absolutely amazing
Brii,Love this services better than other money lender service apps.
David Potts,Love it!  Always there when you need it.
Mark Wattson,Quick easy. Fast lending.
Heather Shaffer,Somebody hacked my account and I still haven’t gotten my money back yet
betsy,Great costumer service. Love MoneyLion
joshua,Moneylion is an amazing app and very helpful. When I've needed money this I where I've turned. The terms and finance charges are very reasonable. I highly recommend Moneylion when you're needing a little extra cash til payday or even looking to save.
robert,MoneyLion is a great place to get some money when you need it without all those high fees.  Thanks!
Felicia Day,I am always seeking for loan where it can be beneficial for Me as to where it not only helps me at the time when I really NEED CASH but to where it HELPS BUILD MY CREDIT! AWESOME LOAN OPPORTUNITY for those with Bad Credit or No Credit. Money Lion will help you. Just trust in the process and it you'll see a difference.
Amanda Woody,Love this company. Very easy
vincent,I love the advances and the fact that they care
elias,"This is the perfect contact if your unaware of how to do anything with loans, credit solutions when you need to increase your score, or even if you just want to borrow 50 bucks to gas up your car for the week.I highly recommend to anyone of all ages.Jeff"
Sasha,Good service if you need cash right away before payday. Be cautious the withdraw for repayment will come out before midnight the night of scheduled date and can cause you NSF fees.
